ld,paper,chamber,title,committee,status,became_law,chapter,primary_sponsor,cosponsors,subjects,num_sponsors,num_actions,num_roll_calls,num_amendments,latest_action_date,latest_action,ps_url,lawmaker_url
500,HP0329,House,An Act to Ensure Access to Safe Drinking Water from Household Wells in Rural Areas by Expanding Testing,Health and Human Services,"Died On Adjournment, Apr 29, 2026",False,,Rep. William PLUECKER (Warren),Rep. Daniel ANKELES (Brunswick); Rep. Paul FLYNN (Albion); Rep. Lori GRAMLICH (Old Orchard Beach); Sen. Henry INGWERSEN (York); Sen. Marianne MOORE (Washington); Rep. Ambureen RANA (Bangor); Rep. Daniel SHAGOURY (Hallowell); Rep. Holly STOVER (Boothbay),PUBLIC SAFETY,9,8,2,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0329,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0329&SessionID=16
501,HP0330,House,An Act to Fairly Fund School Administrative Units for Economically Disadvantaged Students,Education and Cultural Affairs,"Ought Not to Pass Pursuant To Joint Rule 310, May 21, 2025",False,,Rep. Kristen CLOUTIER (Lewiston),Rep. Mana ABDI (Lewiston); Rep. Marshall ARCHER (Saco); Rep. Deqa DHALAC (South Portland); Rep. Adam LEE (Auburn); Rep. Matt MOONEN (Portland); Rep. Kelly MURPHY (Scarborough); Rep. Amy ROEDER (Bangor); Sen. Margaret ROTUNDO (Androscoggin); Rep. Suzanne SALISBURY (Westbrook); Rep. William TUELL (East Machias),SCHOOL FUNDING FORMULA,11,3,0,0,2025-05-21,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0330,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0330&SessionID=16
502,HP0331,House,An Act to Promote Clean and Affordable Maine-sourced Bioenergy by Amending the Law Regarding Outdoor Wood Boilers and Outdoor Pellet Boilers,Environment and Natural Resources,"Accepted Majority (ONTP) Report, Apr 29, 2025",False,,Rep. Donald ARDELL (Monticello),Rep. Roger ALBERT (Madawaska); Sen. Susan BERNARD (Aroostook); Rep. Mark BLIER (Buxton); Rep. Lucien DAIGLE (Fort Kent); Sen. Matthew HARRINGTON (York); Rep. Reagan PAUL (Winterport); Rep. Chad PERKINS (Dover-Foxcroft),AIR QUALITY,8,4,0,1,2025-04-29,Reports Read On motion by Senator TEPLER of Sagadahoc the Majority Ought Not to Pass Report ACCEPTED . Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0331,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0331&SessionID=16
503,SP0221,Senate,An Act Regarding the Substance Use Disorder Services Commission,Health and Human Services,Enacted (ch. 140),True,140,Sen. Joseph BALDACCI (Penobscot),Sen. Bradlee FARRIN (Somerset); Sen. Joseph RAFFERTY (York); Rep. Ambureen RANA (Bangor); Rep. Holly STOVER (Boothbay); Rep. Laura SUPICA (Bangor),SUBSTANCE USE DISORDER,6,6,0,1,2025-05-27,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0221,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0221&SessionID=16
504,SP0222,Senate,An Act to Improve Family Court Procedure,Judiciary,"Died On Adjournment, Apr 29, 2026",False,,Sen. Anne CARNEY (Cumberland),Rep. Mark BABIN (Fort Fairfield); Sen. Donna BAILEY (York); Rep. Elizabeth CARUSO (Caratunk); Rep. Rachel HENDERSON (Rumford); Rep. Amy KUHN (Falmouth); Rep. Dani O'HALLORAN (Brewer); Rep. Jennifer POIRIER (Skowhegan); Sen. Harold STEWART (Aroostook),COURTS,9,8,0,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0222,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0222&SessionID=16
505,SP0223,Senate,An Act to Update Processes and Fees in the Probate Court System,Judiciary,"Died On Adjournment, Apr 29, 2026",False,,Sen. Anne CARNEY (Cumberland),Sen. Richard BRADSTREET (Kennebec); Rep. Alicia COLLINS (Sidney); Rep. Tavis HASENFUS (Readfield); Rep. Amy KUHN (Falmouth); Sen. Mark LAWRENCE (York); Rep. David SINCLAIR (Bath); Rep. Holly STOVER (Boothbay),PROBATE,8,8,0,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0223,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0223&SessionID=16
506,SP0224,Senate,An Act to Authorize a General Fund Bond Issue for Research and Development and Commercialization,Appropriations and Financial Affairs,"Died On Adjournment, Apr 29, 2026",False,,Sen. Teresa PIERCE (Cumberland),Sen. Richard BENNETT (Oxford); Rep. Kristen CLOUTIER (Lewiston); President Matthea DAUGHTRY (Cumberland); Speaker Ryan FECTEAU (Biddeford); Sen. Nicole GROHOSKI (Hancock); Rep. Tiffany STROUT (Harrington),BOND ISSUES,7,4,0,0,2026-04-29,Died in Possession of the Committee Upon Conclusion of the 132nd Legislature and PLACED IN THE LEGISLATIVE FILES ( DEAD ).,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0224,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0224&SessionID=16
507,SP0225,Senate,An Act to Authorize a General Fund Bond Issue to Fund LifeFlight of Maine,Appropriations and Financial Affairs,"Died On Adjournment, Apr 29, 2026",False,,Sen. Harold STEWART (Aroostook),Sen. Joseph BALDACCI (Penobscot); Sen. Susan BERNARD (Aroostook); Rep. Stephan BUNKER (Farmington); Rep. Kristen CLOUTIER (Lewiston); Sen. Bradlee FARRIN (Somerset); Rep. Michel LAJOIE (Lewiston); Rep. Ann MATLACK (St. George); Sen. Marianne MOORE (Washington); Rep. Holly STOVER (Boothbay),BOND ISSUES,10,4,0,0,2026-04-29,Died in Possession of the Committee Upon Conclusion of the 132nd Legislature and PLACED IN THE LEGISLATIVE FILES ( DEAD ).,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0225,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0225&SessionID=16
508,SP0226,Senate,"RESOLUTION, Proposing an Amendment to the Constitution of Maine to Require Constitutional Officers to Be Elected by Popular Election",State and Local Government,"Indefinitely Postponed, Jun 11, 2025",False,,Sen. Harold STEWART (Aroostook),Sen. Joseph BALDACCI (Penobscot); Sen. Richard BENNETT (Oxford); Sen. Bradlee FARRIN (Somerset); Sen. Craig HICKMAN (Kennebec); Rep. Laura SUPICA (Bangor); Sen. Jeffrey TIMBERLAKE (Androscoggin); Rep. Sophia WARREN (Scarborough),STATE GOVERNMENT,8,7,4,2,2025-06-11,"Reports READ . On motion of Representative SALISBURY of Westbrook, the Majority Ought to Pass as Amended Report was ACCEPTED . ROLL CALL NO. 431 (Yeas 73 - Nays 70 - Absent 6 - Excused 2) The RESOLUTION was READ ONCE . Committee Amendment ""A"" (S-284) was READ and ADOPTED . Under suspension of the rules, the RESOLUTION was given its SECOND READING without REFERENCE to the Committee on Bills in the Second Reading . On motion of Representative LEE of Auburn, House Amendment ""A"" (H-640) was READ . Motion of Representative GREENWOOD of Wales to INDEFINITELY POSTPONE House Amendment ""A"" (H-640) FAILED . ROLL CALL NO. 432 (Yeas 66 - Nays 77 - Absent 6 - Excused 2) Subsequently, House Amendment ""A"" (H-640) was ADOPTED . ROLL CALL NO. 433 (Yeas 76 - Nays 65 - Absent 8 - Excused 2) The RESOLUTION was PASSED TO BE ENGROSSED as Amended by Committee Amendment ""A"" (S-284) . and House Amendment ""A"" (H-640) In NON-CONCURRENCE and sent for concurrence. ORDERED SENT FORTHWITH.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0226,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0226&SessionID=16
509,SP0227,Senate,An Act to Allow a Journeyman Electrician to Supervise 3 Helper Electricians,Labor,"Accepted Majority (ONTP) Report, Jun 3, 2025",False,,Sen. Jeffrey TIMBERLAKE (Androscoggin),Sen. Bruce BICKFORD (Androscoggin); Sen. Russell BLACK (Franklin); Sen. Scott CYRWAY (Kennebec); Sen. Bradlee FARRIN (Somerset); Rep. Sheila LYMAN (Livermore Falls),LICENSING,6,4,0,0,2025-06-03,"Reports READ . On motion of Representative ROEDER of Bangor, the Majority Ought Not to Pass Report was ACCEPTED . In concurrence. ORDERED SENT FORTHWITH. Placed in the Legislative Files. ( DEAD )",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0227,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0227&SessionID=16
510,SP0228,Senate,"An Act to Require the Department of Agriculture, Conservation and Forestry, Bureau of Parks and Lands to Maintain the Weld to Byron Road in Township 6 North of Weld","Agriculture, Conservation and Forestry","Died On Adjournment, Apr 29, 2026",False,,Sen. Russell BLACK (Franklin),Rep. Stephan BUNKER (Farmington); Rep. James DILL (Old Town); Rep. Randall HALL (Wilton); Sen. Joseph MARTIN (Oxford); Rep. William PLUECKER (Warren),PARKS AND LANDS BUREAU,6,8,0,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0228,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0228&SessionID=16
511,SP0229,Senate,"Resolve, to Direct the Department of Transportation to Implement the Recommendations of the Portland to Auburn Rail Use Advisory Council",Transportation,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 22, 2025",False,,Sen. Jill DUSON (Cumberland),Rep. Arthur BELL (Yarmouth); Sen. Bruce BICKFORD (Androscoggin); President Matthea DAUGHTRY (Cumberland); Sen. Bradlee FARRIN (Somerset); Rep. Anne GRAHAM (North Yarmouth); Rep. Amy KUHN (Falmouth); Sen. Teresa PIERCE (Cumberland),RAILROADS,8,3,0,0,2025-04-22,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0229,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0229&SessionID=16
512,SP0230,Senate,An Act to Provide Educational Opportunities for Students in Secondary Schools with 200 or Fewer Students,Education and Cultural Affairs,"Accepted Majority (ONTP) Report, May 7, 2025",False,,Sen. Stacey GUERIN (Penobscot),Rep. Barbara BAGSHAW (Windham); Rep. Kimberly HAGGAN (Hampden); Rep. Sheila LYMAN (Livermore Falls),EDUCATIONAL OPTIONS,4,4,2,1,2025-05-07,"Reports READ . On motion of Representative MURPHY of Scarborough, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 115 (Yeas 106 - Nays 32 - Absent 12 - Excused 0 - Restricted - 1) In concurrence. ORDERED SENT FORTHWITH. Placed in the Legislative Files. ( DEAD )",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0230,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0230&SessionID=16
513,SP0232,Senate,An Act to Allow the Spouse of a School Board Member to Serve as a Stipend Employee Within the School Board's Jurisdiction,Education and Cultural Affairs,"Accepted Majority (ONTP) Report, May 7, 2025",False,,Sen. Marianne MOORE (Washington),Rep. Mathew MCINTYRE (Lowell); Rep. Tracy QUINT (Hodgdon); Rep. Daniel SAYRE (Kennebunk); Rep. Tiffany STROUT (Harrington); Rep. William TUELL (East Machias),SCHOOL PERSONNEL,6,4,1,0,2025-05-07,"Reports READ . On motion of Representative MURPHY of Scarborough, the Majority Ought Not to Pass Report was ACCEPTED . In concurrence. ORDERED SENT FORTHWITH. Placed in the Legislative Files. ( DEAD )",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0232,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0232&SessionID=16
514,SP0233,Senate,"Resolve, to Raise MaineCare Reimbursement Rates for Detoxification Services for Substance Use Disorder Treatment",Health and Human Services,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 27, 2025",False,,Sen. Joseph BALDACCI (Penobscot),Sen. Bradlee FARRIN (Somerset); Sen. Joseph RAFFERTY (York); Rep. Ambureen RANA (Bangor); Rep. Holly STOVER (Boothbay); Rep. Laura SUPICA (Bangor),MEDICAID,6,3,0,0,2025-03-27,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0233,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0233&SessionID=16
515,HP0333,House,An Act to Reverse Recent Changes Made to the Law Governing Net Energy Billing and Distributed Generation,"Energy, Utilities and Technology","Accepted Majority (ONTP) Report, Jun 16, 2025",False,,Rep. Michael SOBOLESKI (Phillips),Rep. Richard CAMPBELL (Orrington); Rep. Gary DRINKWATER (Milford); Rep. Randall GREENWOOD (Wales); Rep. Abigail GRIFFIN (Levant); Sen. Joseph MARTIN (Oxford); Rep. Shelley RUDNICKI (Fairfield); Rep. Tiffany STROUT (Harrington); Rep. James THORNE (Carmel); Rep. David WOODSOME (Waterboro),ELECTRIC UTILITIES,10,4,2,1,2025-06-16,"Reports READ . On motion of Representative SACHS of Freeport, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 531 (Yeas 77 - Nays 71 - Absent 1 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0333,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0333&SessionID=16
516,HP0334,House,"Resolve, to Name the Bridge Between Milford and Old Town the Alton L. Drinkwater Memorial Bridge",Transportation,Enacted (ch. 3),True,3,Rep. Gary DRINKWATER (Milford),Sen. Joseph RAFFERTY (York); Sen. Michael TIPPING (Penobscot),ROADS,3,5,0,0,2025-03-20,FINALLY PASSED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0334,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0334&SessionID=16
517,HP0335,House,An Act Regarding Synthetic Media in Campaign Advertising,Judiciary,Enacted (ch. 593),True,593,Rep. Amy KUHN (Falmouth),,HUMAN RIGHTS,1,8,2,1,2026-03-19,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0335,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0335&SessionID=16
518,HP0336,House,"Resolve, Increasing Access to Maternal and Child Health Care",Health and Human Services,"Ought Not to Pass Pursuant To Joint Rule 310, Mar 27, 2025",False,,Rep. Michele MEYER (Eliot),Sen. Henry INGWERSEN (York),CHILDREN AND FAMILIES,2,3,0,0,2025-03-27,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0336,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0336&SessionID=16
519,HP0337,House,An Act to Address the Long-term Sustainability of the Maine Guaranteed Access Reinsurance Association,"Health Coverage, Insurance and Financial Services","Died On Adjournment, Apr 29, 2026",False,,Rep. Joshua MORRIS (Turner),Rep. Marygrace CIMINO (Bridgton); Rep. Paul FLYNN (Albion); Rep. Robert FOLEY (Wells); Sen. David HAGGAN (Penobscot); Rep. Rolf OLSEN (Raymond),INSURANCE,6,8,0,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0337,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0337&SessionID=16
520,HP0338,House,An Act to Ensure Choices in Health Insurance Markets by Modifying the Provisions of Law Governing Clear Choice Design Health Plans,"Health Coverage, Insurance and Financial Services","Ought Not to Pass Pursuant To Joint Rule 310, Mar 20, 2025",False,,Rep. Joshua MORRIS (Turner),Rep. Marygrace CIMINO (Bridgton); Rep. Paul FLYNN (Albion); Rep. Robert FOLEY (Wells); Sen. David HAGGAN (Penobscot); Rep. Rolf OLSEN (Raymond),INSURANCE,6,2,0,0,2025-03-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0338,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0338&SessionID=16
521,HP0340,House,"An Act to Prohibit Discrimination in Housing Based on Source of Income, Veteran Status or Military Status",Judiciary,"Ought Not to Pass Pursuant To Joint Rule 310, Apr 8, 2025",False,,Rep. Cassie JULIA (Waterville),Rep. Mana ABDI (Lewiston); Rep. Marshall ARCHER (Saco); Rep. Flavia DEBRITO (Waterville); Rep. Traci GERE (Kennebunkport); Rep. Grayson LOOKNER (Portland); Rep. Nina MILLIKEN (Blue Hill); Rep. Tiffany ROBERTS (South Berwick),HUMAN RIGHTS,8,4,0,0,2025-04-08,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0340,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0340&SessionID=16
522,HP0341,House,"Resolve, Directing the Permanent Commission on the Status of Women to Study the Extent of Workforce Gender Segregation in the State",Labor,Enacted (ch. 163),True,163,Rep. Lynn COPELAND (Saco),Rep. Poppy ARFORD (Brunswick); Rep. Matthew BECK (South Portland); Rep. Kristen CLOUTIER (Lewiston); President Matthea DAUGHTRY (Cumberland); Rep. Dani O'HALLORAN (Brewer); Rep. Amy ROEDER (Bangor); Rep. Melanie SACHS (Freeport); Rep. Holly SARGENT (York); Rep. David SINCLAIR (Bath),EMPLOYMENT PRACTICES,10,19,2,2,2026-04-13,"On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table. Subsequently, FINALLY PASSED in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0341,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0341&SessionID=16
523,HP0342,House,An Act to Change How the Office of the Attorney General Investigates Officer-involved Shootings,Judiciary,"Leave to Withdraw, Mar 11, 2025",False,,Rep. Nina MILLIKEN (Blue Hill),,LAW ENFORCEMENT,1,3,0,0,2025-03-11,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0342,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0342&SessionID=16
524,HP0343,House,An Act to Protect Children from Technology-facilitated Sexual Abuse,Judiciary,Enacted (ch. 719),True,719,Rep. Amy KUHN (Falmouth),,CRIMES,1,10,2,1,2026-04-14,"On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table Subsequently, PASSED TO BE ENACTED - Emergency - 2/3 Elected Required, in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0343,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0343&SessionID=16
525,HP0344,House,An Act to Strengthen Maine Citizens' Second Amendment Rights by Allowing the Discharge of Firearms on Private Property That Is Within 500 Feet of School Property in Certain Circumstances,Education and Cultural Affairs,"Died Between Houses, Jun 16, 2025",False,,Rep. Joshua MORRIS (Turner),Rep. Donald ARDELL (Monticello); Rep. Quentin CHAPMAN (Auburn); Rep. Marygrace CIMINO (Bridgton); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Sen. David HAGGAN (Penobscot); Rep. Robert NUTTING (Oakland); Rep. Reagan PAUL (Winterport); Rep. Katrina SMITH (Palermo); Rep. James WHITE (Guilford),FIREARMS,10,17,3,0,2025-06-16,"Speaker FECTEAU of Biddeford MOVED to INSIST . Motion of Representative MORRIS of Turner to RECEDE and CONCUR to ACCEPTANCE of the Minority Ought to Pass Report and PASSAGE TO BE ENGROSSED FAILED . ROLL CALL NO. 505 (Yeas 69 - Nays 70 - Absent 10 - Excused 2) Subsequently, the House INSISTED on ACCEPTANCE of the Majority Ought Not to Pass Report. ORDERED SENT FORTHWITH.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0344,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0344&SessionID=16
526,HP0345,House,An Act to Reduce the Time Period for Challenging the Validity of a Property Tax Lien on Commercial Real Estate,Taxation,Enacted (ch. 231),True,231,Rep. Rachel HENDERSON (Rumford),Rep. Amanda COLLAMORE (Pittsfield); Rep. Traci GERE (Kennebunkport); Rep. Adam LEE (Auburn); Sen. Joseph MARTIN (Oxford),PROPERTY TAX PROCEDURES,5,7,0,1,2025-06-03,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0345,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0345&SessionID=16
527,HP0346,House,An Act to Establish Bail Officers to Administer the Maine Bail Code,Criminal Justice and Public Safety,"Died On Adjournment, Apr 29, 2026",False,,Rep. Adam LEE (Auburn),Sen. Harold STEWART (Aroostook),CRIMINAL PROCEDURE,2,9,0,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0346,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0346&SessionID=16
528,HP0347,House,An Act to Address the Rise in Rabies in Animals by Appointing Certified Rabies Vaccine Administrators,"Agriculture, Conservation and Forestry",Enacted (ch. 141),True,141,Rep. Victoria DOUDERA (Camden),Rep. James DILL (Old Town); Rep. Sharon FROST (Belgrade); Rep. Michele MEYER (Eliot); Rep. Laurie OSHER (Orono); Rep. William PLUECKER (Warren); Sen. Rachel TALBOT ROSS (Cumberland); Sen. Denise TEPLER (Sagadahoc),ANIMALS,8,7,0,1,2025-05-27,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0347,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0347&SessionID=16
529,HP0348,House,An Act to Establish the Alamoosook Lake Watershed Management District,Environment and Natural Resources,Enacted (ch. 10),True,10,Rep. Nina MILLIKEN (Blue Hill),Rep. Steven BISHOP (Bucksport); Sen. Nicole GROHOSKI (Hancock); Sen. David HAGGAN (Penobscot); Rep. Matt MOONEN (Portland),DAMS,5,7,0,1,2025-06-13,"Report READ and ACCEPTED , in concurrence. READ ONCE . Committee Amendment ""A"" (H-670) READ and ADOPTED , in concurrence. Under suspension of the Rules, READ A SECOND TIME and PASSED TO BE ENGROSSED AS AMENDED BY Committee Amendment ""A"" (H-670), in concurrence. Ordered sent down forthwith.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0348,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0348&SessionID=16
530,HP0349,House,An Act to Eliminate a Rebuttable Presumption Against the Admission of Certain Applicants to the Bar,Judiciary,Enacted (ch. 182),True,182,Rep. David BOYER (Poland),,LICENSING,1,9,2,1,2025-05-27,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0349,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0349&SessionID=16
531,HP0350,House,An Act to Establish the Toddy Pond Watershed Management District,Environment and Natural Resources,Enacted (ch. 9),True,9,Rep. Nina MILLIKEN (Blue Hill),Rep. Steven BISHOP (Bucksport); Sen. Nicole GROHOSKI (Hancock); Sen. David HAGGAN (Penobscot); Rep. Matt MOONEN (Portland),DAMS,5,7,0,1,2025-06-13,"Report READ and ACCEPTED , in concurrence. READ ONCE . Committee Amendment ""A"" (H-669) READ and ADOPTED , in concurrence. Under suspension of the Rules, READ A SECOND TIME and PASSED TO BE ENGROSSED AS AMENDED BY Committee Amendment ""A"" (H-669), in concurrence. Ordered sent down forthwith.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP0350,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP0350&SessionID=16
