ld,paper,chamber,number,date,motion,outcome,yeas,nays,absent,excused,vacant,yeas_required,url
189,HP0122,Senate,187,2025-05-20,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095803&chamber=Senate&serialnumber=187
189,HP0122,House,111,2025-05-06,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,74,67,9,0,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095803&chamber=House&serialnumber=111
195,SP0095,Senate,352,2025-06-04,ACCEPT REPORT 'B' OUGHT NOT TO PASS,FAILS,12,22,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095780&chamber=Senate&serialnumber=352
195,SP0095,House,339,2025-06-05,"ACC REPORT ""B"" ONTP",FAILS,65,76,8,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095780&chamber=House&serialnumber=339
197,SP0084,House,225,2025-05-29,RECEDE AND CONCUR,FAILS,73,64,14,0,0,101,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095774&chamber=House&serialnumber=225
199,SP0086,House,45,2025-03-20,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,76,66,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095776&chamber=House&serialnumber=45
206,SP0093,Senate,189,2025-05-20,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095785&chamber=Senate&serialnumber=189
206,SP0093,House,176,2025-05-22,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,75,66,10,0,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095785&chamber=House&serialnumber=176
208,HP0128,Senate,934,2026-04-09,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095812&chamber=Senate&serialnumber=934
208,HP0128,Senate,935,2026-04-09,ACCEPT MINORITY OUGHT TO PASS REPORT,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095812&chamber=Senate&serialnumber=935
208,HP0128,House,793,2026-04-09,acc maj otp-am by ca-a,PREVAILS,77,72,1,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095812&chamber=House&serialnumber=793
208,HP0128,House,804,2026-04-09,RECEDE AND CONCUR,FAILS,72,76,2,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095812&chamber=House&serialnumber=804
209,HP0131,Senate,23,2025-02-11,ACCEPT REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=23
209,HP0131,Senate,24,2025-02-11,COMMIT,FAILS,14,20,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=24
209,HP0131,Senate,25,2025-02-11,INDEFINITELY POSTPONE SENATE AMENDMENT (SAS-1),FAILS,16,18,0,1,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=25
209,HP0131,Senate,26,2025-02-11,ADOPT SAS-1,FAILS,16,18,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=26
209,HP0131,Senate,27,2025-02-11,INDEFINITELY POSTPONE SENATE AMENDMENT (SBS-2),PREVAILS,20,14,0,1,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=27
209,HP0131,Senate,28,2025-02-11,INDEFINITELY POSTPONE SENATE AMENDMENT (SCS-3),PREVAILS,20,14,0,1,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=28
209,HP0131,Senate,29,2025-02-11,INDEFINITELY POSTPONE SENATE AMENDMENT (SDS-4),PREVAILS,21,13,0,1,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=29
209,HP0131,Senate,30,2025-02-11,INDEFINITELY POSTPONE SENATE AMENDMENT (SES-5),PREVAILS,20,14,0,1,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=30
209,HP0131,Senate,31,2025-02-11,ADOPT CAH-1,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=31
209,HP0131,Senate,33,2025-03-11,ADOPT SFS-6,PREVAILS,31,2,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=33
209,HP0131,Senate,36,2025-03-13,RECEDE,FAILS,12,20,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=36
209,HP0131,Senate,37,2025-03-13,RECEDE AND CONCUR,FAILS,22,10,0,3,0,24,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=37
209,HP0131,Senate,38,2025-03-13,INSIST/ASK FOR COMMITTEE OF CONFERENCE,FAILS,12,20,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=38
209,HP0131,Senate,39,2025-03-13,INSIST,FAILS,0,32,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=39
209,HP0131,Senate,40,2025-03-13,RECEDE AND CONCUR,FAILS,22,10,0,3,0,24,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=Senate&serialnumber=40
209,HP0131,House,3,2025-02-11,OTP-AM,PREVAILS,74,71,5,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=3
209,HP0131,House,4,2025-02-11,INDEF PP HAH-2 TO CAH-1,PREVAILS,73,71,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=4
209,HP0131,House,5,2025-02-11,INDEF PP HBH-3 TO CAH-1,PREVAILS,74,71,5,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=5
209,HP0131,House,6,2025-02-11,INDEF PP HCH-4 TO CAH-1,PREVAILS,74,71,5,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=6
209,HP0131,House,7,2025-02-11,INDEF PP HDH-5 TO CAH-1,PREVAILS,73,71,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=7
209,HP0131,House,8,2025-02-11,INDEF PP HEH-6 TO CAH-1,PREVAILS,73,70,7,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=8
209,HP0131,House,9,2025-02-11,INDEF PP HFH-7 TO CAH-1,PREVAILS,75,67,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=9
209,HP0131,House,10,2025-02-11,INDEF PP HGH-8 TO CAH-1,PREVAILS,73,71,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=10
209,HP0131,House,11,2025-02-11,ADOPT CAH-1,PREVAILS,73,71,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=11
209,HP0131,House,12,2025-02-25,COMMIT,FAILS,69,76,5,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=12
209,HP0131,House,13,2025-02-25,PASSAGE OF EMERGENCY MEASURE,FAILS,75,70,5,0,1,101,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=13
209,HP0131,House,14,2025-02-25,RECONSIDER,PREVAILS,75,67,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=14
209,HP0131,House,15,2025-02-25,ADOPT CAH-1 AS AMENDED BY HHH-9,PREVAILS,75,68,7,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=15
209,HP0131,House,17,2025-03-11,RECEDE AND CONCUR,PREVAILS,129,10,11,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=17
209,HP0131,House,18,2025-03-11,Enactment - Emer,PREVAILS,113,27,10,0,1,101,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=18
209,HP0131,House,20,2025-03-11,INSIST,PREVAILS,108,29,13,0,1,101,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095829&chamber=House&serialnumber=20
210,HP0132,Senate,627,2025-06-18,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095830&chamber=Senate&serialnumber=627
210,HP0132,Senate,628,2025-06-18,INDEFINITELY POSTPONE,PREVAILS,18,16,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095830&chamber=Senate&serialnumber=628
210,HP0132,Senate,629,2025-06-18,INDEFINITELY POSTPONE SENATE AMENDMENT (SAS-433),PREVAILS,21,13,0,1,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095830&chamber=Senate&serialnumber=629
210,HP0132,Senate,630,2025-06-18,INDEFINITELY POSTPONE SENATE AMENDMENT (SBS-434),PREVAILS,18,16,0,1,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095830&chamber=Senate&serialnumber=630
210,HP0132,Senate,631,2025-06-18,INDEFINITELY POSTPONE SENATE AMENDMENT (SCS-436),PREVAILS,18,16,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095830&chamber=Senate&serialnumber=631
210,HP0132,Senate,635,2025-06-18,ENACTMENT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095830&chamber=Senate&serialnumber=635
210,HP0132,House,571,2025-06-18,ACC MAJ OTP AS AMENDED REP,FAILS,71,77,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095830&chamber=House&serialnumber=571
210,HP0132,House,579,2025-06-18,RECEDE AND CONCUR,PREVAILS,75,73,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095830&chamber=House&serialnumber=579
210,HP0132,House,583,2025-06-18,Enactment,PREVAILS,74,73,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095830&chamber=House&serialnumber=583
213,HP0136,Senate,252,2025-05-28,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,14,19,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095859&chamber=Senate&serialnumber=252
213,HP0136,Senate,273,2025-06-02,INSIST,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095859&chamber=Senate&serialnumber=273
215,HP0138,Senate,475,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,22,13,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095876&chamber=Senate&serialnumber=475
215,HP0138,House,447,2025-06-11,ACC MAJ OTP AS AMENDED REP,PREVAILS,76,65,8,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095876&chamber=House&serialnumber=447
218,HP0141,Senate,223,2025-05-27,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,FAILS,17,17,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095868&chamber=Senate&serialnumber=223
219,HP0142,Senate,110,2025-04-17,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,22,12,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095870&chamber=Senate&serialnumber=110
219,HP0142,House,84,2025-04-15,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,76,69,5,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095870&chamber=House&serialnumber=84
220,HP0143,Senate,193,2025-05-21,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,17,14,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095877&chamber=Senate&serialnumber=193
220,HP0143,House,145,2025-05-20,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,81,67,2,0,1,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095877&chamber=House&serialnumber=145
222,HP0145,Senate,192,2025-05-21,PASSAGE TO BE ENGROSSED AS AMENDED,PREVAILS,30,0,0,5,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095858&chamber=Senate&serialnumber=192
222,HP0145,House,158,2025-05-20,ACC OUGHT TO PASS AS AMEND REP,PREVAILS,140,4,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095858&chamber=House&serialnumber=158
226,HP0149,Senate,92,2025-04-08,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,24,9,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095879&chamber=Senate&serialnumber=92
226,HP0149,House,65,2025-04-01,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,76,68,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095879&chamber=House&serialnumber=65
229,HP0152,Senate,476,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095865&chamber=Senate&serialnumber=476
229,HP0152,House,441,2025-06-11,ACC MAJ OTP AS AMENDED REP,PREVAILS,75,67,7,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095865&chamber=House&serialnumber=441
229,HP0152,House,474,2025-06-13,Enactment,PREVAILS,76,71,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095865&chamber=House&serialnumber=474
233,HP0156,Senate,556,2025-06-16,ACCEPT REPORT 'B' OUGHT NOT TO PASS,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095881&chamber=Senate&serialnumber=556
233,HP0156,Senate,586,2025-06-16,RECEDE AND CONCUR,FAILS,14,21,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095881&chamber=Senate&serialnumber=586
233,HP0156,House,492,2025-06-13,"ACC REPORT ""B"" ONTP",FAILS,70,73,6,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095881&chamber=House&serialnumber=492
234,HP0157,Senate,72,2025-03-25,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095873&chamber=Senate&serialnumber=72
234,HP0157,House,46,2025-03-20,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,76,66,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095873&chamber=House&serialnumber=46
241,SP0107,Senate,208,2025-05-21,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,12,1,3,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095845&chamber=Senate&serialnumber=208
244,SP0110,Senate,564,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,12,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095848&chamber=Senate&serialnumber=564
246,SP0112,Senate,353,2025-06-04,ACCEPT REPORT 'A' OUGHT TO PASS AS AMENDED,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095850&chamber=Senate&serialnumber=353
246,SP0112,House,338,2025-06-05,"ACC REPORT ""A"" OTP-AM",PREVAILS,74,67,8,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095850&chamber=House&serialnumber=338
252,HP0161,Senate,567,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS REPORT,FAILS,16,18,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095889&chamber=Senate&serialnumber=567
252,HP0161,Senate,577,2025-06-16,RECONSIDER,FAILS,16,19,0,0,0,24,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095889&chamber=Senate&serialnumber=577
252,HP0161,Senate,607,2025-06-17,RECEDE AND CONCUR,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095889&chamber=Senate&serialnumber=607
252,HP0161,Senate,608,2025-06-17,COMMIT,FAILS,15,20,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095889&chamber=Senate&serialnumber=608
252,HP0161,House,152,2025-05-20,ACC MIN OUGHT NOT TO PASS REP,FAILS,71,76,3,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095889&chamber=House&serialnumber=152
252,HP0161,House,546,2025-06-17,RECEDE AND CONCUR,FAILS,71,75,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095889&chamber=House&serialnumber=546
253,HP0162,Senate,426,2025-06-10,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095890&chamber=Senate&serialnumber=426
253,HP0162,House,384,2025-06-09,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,80,66,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095890&chamber=House&serialnumber=384
255,SP0122,House,172,2025-05-22,ACC MAJ OTP AS AMENDED REP,PREVAILS,78,64,9,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095951&chamber=House&serialnumber=172
259,SP0126,Senate,420,2025-06-09,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095955&chamber=Senate&serialnumber=420
259,SP0126,House,402,2025-06-10,ACC MAJ OTP AS AMENDED REP,PREVAILS,78,68,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095955&chamber=House&serialnumber=402
260,HP0163,Senate,119,2025-04-22,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095959&chamber=Senate&serialnumber=119
260,HP0163,House,74,2025-04-08,RECONSIDER,FAILS,71,75,4,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095959&chamber=House&serialnumber=74
260,HP0163,House,91,2025-04-17,ACC MAJ OTP AS AMENDED REP,PREVAILS,74,69,7,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095959&chamber=House&serialnumber=91
260,HP0163,House,97,2025-04-23,Final Passage - Con Res,FAILS,74,65,11,0,1,93,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095959&chamber=House&serialnumber=97
264,HP0167,House,527,2025-06-16,ACC MAJ OTP AS AMENDED REP,PREVAILS,76,70,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095963&chamber=House&serialnumber=527
265,HP0168,Senate,128,2025-04-29,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,33,0,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095964&chamber=Senate&serialnumber=128
265,HP0168,House,99,2025-04-24,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,109,33,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095964&chamber=House&serialnumber=99
266,HP0169,Senate,203,2025-05-21,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095950&chamber=Senate&serialnumber=203
266,HP0169,House,153,2025-05-20,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,77,69,4,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095950&chamber=House&serialnumber=153
270,HP0173,House,131,2025-05-13,ACC OUGHT TO PASS AS AMEND REP,PREVAILS,136,0,14,0,1,69,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095968&chamber=House&serialnumber=131
271,HP0174,Senate,130,2025-04-29,FINAL PASSAGE-EMERGENCY 2/3 ELECTED,PREVAILS,31,2,0,2,0,24,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095969&chamber=Senate&serialnumber=130
274,HP0178,House,21,2025-03-20,PASSAGE TO BE ENGROSSED,PREVAILS,143,0,7,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095976&chamber=House&serialnumber=21
277,HP0181,House,203,2025-05-27,ADOPT HAH-293 to CAH-251,PREVAILS,71,63,17,0,0,68,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095979&chamber=House&serialnumber=203
278,SP0128,Senate,251,2025-05-28,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,12,1,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095974&chamber=Senate&serialnumber=251
281,SP0131,House,132,2025-05-14,ACC MAJ OTP AS AMENDED REP,PREVAILS,75,63,12,0,1,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280095982&chamber=House&serialnumber=132
287,HP0187,Senate,731,2026-03-05,ACCEPT MINORITY OUGHT NOT TO PASS REPORT,PREVAILS,31,2,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096017&chamber=Senate&serialnumber=731
287,HP0187,House,629,2026-03-03,ACC MAJ OTP AS AMENDED REP,FAILS,45,99,5,1,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096017&chamber=House&serialnumber=629
291,HP0191,Senate,588,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,16,19,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096110&chamber=Senate&serialnumber=588
291,HP0191,House,528,2025-06-16,ACC MAJ OTP AS AMENDED REP,FAILS,73,75,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096110&chamber=House&serialnumber=528
297,HP0197,Senate,444,2025-06-11,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,22,10,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096121&chamber=Senate&serialnumber=444
297,HP0197,Senate,445,2025-06-11,ADOPT SENATE AMENDMENT (S-324) to COMMITTEE AMENDMENT,FAILS,13,19,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096121&chamber=Senate&serialnumber=445
297,HP0197,Senate,446,2025-06-11,INDEFINITELY POSTPONE,FAILS,7,25,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096121&chamber=Senate&serialnumber=446
297,HP0197,Senate,447,2025-06-11,PASSAGE TO BE ENGROSSED AS AMENDED,PREVAILS,23,9,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096121&chamber=Senate&serialnumber=447
297,HP0197,Senate,502,2025-06-12,ADOPT SENATE AMENDMENT (S-392) to LD 297,PREVAILS,24,9,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096121&chamber=Senate&serialnumber=502
297,HP0197,Senate,503,2025-06-12,RECONSIDER,FAILS,13,21,0,1,0,0,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096121&chamber=Senate&serialnumber=503
297,HP0197,Senate,504,2025-06-12,INDEFINITELY POSTPONE,FAILS,9,26,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096121&chamber=Senate&serialnumber=504
297,HP0197,Senate,505,2025-06-12,PASSAGE TO BE ENGROSSED AS AMENDED,PREVAILS,25,10,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096121&chamber=Senate&serialnumber=505
297,HP0197,Senate,571,2025-06-16,ENACTMENT,PREVAILS,24,10,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096121&chamber=Senate&serialnumber=571
297,HP0197,House,356,2025-06-09,ACC MAJ OTP AS AMENDED REP,PREVAILS,100,44,5,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280096121&chamber=House&serialnumber=356
